Ref No,Calibre,Projectile Type,Projectile Dimension,dai,projectile mass,total mass with sabbot,Petal burst pressure,powder mass,Actual Velocity,expected velocity,Shape,s_type,Breadth,Height,Material,c_drag,Surface Area,Volume,SA/vol,Density,Moment of inerta,cd,sabo length
595,40 mm,C,11.68,11.68,6.26,8.67,88.15,2.25,912.67,981.34,spherical,type1,10.87,12.26,brass,0.728,428.584,834.309,0.514,8500,0.0416,0.86,31.81
596,29 mm,B,15.97,15.97,8.6,10.05,77.63,5.73,1486.12,1478.11,cylindrical,type2,7.94,3.68,brass,0.318,801.235,2132.619,0.376,8500,0.2052,0.788,77.66
597,29 mm,A,5.12,5.12,8.6,9.43,43.13,3.02,1067.06,1080.72,spherical,type3,13.31,13.61,steel,0.191,82.355,70.276,1.172,7800,0.1127,0.28,46.99
598,40 mm,E,16.44,16.44,7.31,8.75,36.94,1.6,976.72,909.41,spherical,type3,,13.11,tungsten,0.494,849.09,2326.505,0.365,19300,0.4428,0.858,24.03
599,40 mm,E,13.63,13.63,9.95,11.35,53.72,5.41,1418.32,1424.6,cylindrical,type2,12.9,,tungsten,0.885,583.635,1325.825,0.44,19300,0.354,0.853,55.19
600,40 mm,E,15.83,15.83,19.5,20.63,80.08,5.55,1421.74,1444.36,ogive,type3,6.64,6.93,brass,0.367,787.248,2077.023,0.379,8500,0.4651,0.326,58.11
601,40 mm,C,19.41,19.41,13.0,15.57,53.29,4.47,1343.93,1285.42,conical,type2,6.48,6.85,steel,0.29,1183.589,3828.911,0.309,7800,0.1911,0.125,44.73
602,29 mm,E,14.86,14.86,4.98,6.92,108.53,2.15,888.93,944.16,ogive,type2,3.74,,steel,0.801,693.725,1718.126,0.404,7800,0.3871,0.112,41.82
603,40 mm,D,6.92,6.92,19.37,20.22,84.7,5.03,1243.06,1304.48,spherical,type2,7.32,10.69,aluminum,0.382,150.44,173.507,0.867,2700,0.1002,0.832,62.25
604,29 mm,E,12.51,12.51,13.03,14.09,79.49,5.02,1411.08,1379.7,spherical,type3,,3.7,tungsten,0.202,491.66,1025.11,0.48,19300,0.051,0.11,44.96
605,29 mm,B,10.4,10.4,6.2,9.08,30.79,4.82,1336.06,1341.24,ogive,type3,7.05,9.85,tungsten,0.517,339.795,588.977,0.577,19300,0.4349,0.848,56.01
606,40 mm,C,6.48,6.48,15.07,16.84,100.4,1.52,898.18,849.67,spherical,type1,5.81,14.83,steel,0.54,131.917,142.47,0.926,7800,0.0134,0.173,25.5
607,40 mm,A,5.08,5.08,10.49,12.14,106.43,4.79,1413.74,1363.22,conical,type1,,11.06,brass,0.182,81.073,68.642,1.181,8500,0.4319,0.637,79.76
608,29 mm,E,5.5,5.5,7.25,9.09,21.28,3.95,1297.59,1228.84,conical,type2,13.1,3.54,steel,0.225,95.033,87.114,1.091,7800,0.2763,0.825,30.94
609,40 mm,C,5.02,5.02,8.07,9.64,73.56,4.08,1362.34,1295.13,cylindrical,type2,,6.73,steel,0.393,79.169,66.238,1.195,7800,0.1146,0.836,30.27
610,29 mm,B,12.65,12.65,2.78,3.42,89.61,2.07,987.66,980.21,conical,type1,5.36,,steel,0.838,502.726,1059.913,0.474,7800,0.0976,0.539,41.05
611,40 mm,D,17.96,17.96,18.89,19.85,46.33,3.78,1031.95,1088.84,cylindrical,type2,5.56,3.41,steel,0.674,1013.357,3033.316,0.334,7800,0.4434,0.645,58.47
612,29 mm,D,13.73,13.73,19.45,20.84,87.04,5.94,1358.76,1428.1,cylindrical,type3,,,aluminum,0.688,592.231,1355.221,0.437,2700,0.4132,0.528,32.33
613,40 mm,A,14.59,14.59,15.42,17.42,105.79,3.07,1074.66,1063.68,cylindrical,type3,5.68,5.38,steel,0.457,668.745,1626.165,0.411,7800,0.1247,0.618,55.88
614,29 mm,D,12.94,12.94,10.67,11.54,85.53,4.69,1419.78,1354.15,conical,type1,8.15,11.89,tungsten,0.25,526.04,1134.492,0.464,19300,0.4394,0.681,37.63
615,40 mm,A,16.07,16.07,11.69,12.69,60.44,4.24,1277.77,1246.46,cylindrical,type3,5.76,3.28,steel,0.174,811.3,2172.933,0.373,7800,0.05,0.354,20.39
616,29 mm,A,8.56,8.56,6.9,7.47,60.21,4.51,1274.87,1331.21,spherical,type3,14.13,11.04,brass,0.287,230.196,328.413,0.701,8500,0.0897,0.145,74.71
617,29 mm,C,5.49,5.49,15.24,16.95,112.46,4.65,1314.07,1297.17,cylindrical,type1,11.77,,steel,0.134,94.688,86.639,1.093,7800,0.0194,0.196,41.98
618,40 mm,C,8.58,8.58,8.03,9.68,110.26,5.66,1462.47,1466.87,conical,type1,10.47,4.04,steel,0.611,231.273,330.72,0.699,7800,0.0183,0.639,28.71
619,40 mm,D,14.48,14.48,12.14,14.46,56.42,3.16,1117.75,1086.4,spherical,type2,5.94,12.01,steel,0.737,658.699,1589.66,0.414,7800,0.3329,0.219,77.28
620,40 mm,D,12.8,12.8,16.67,19.18,111.12,4.53,1261.97,1295.8,conical,type2,14.38,6.76,steel,0.39,514.719,1098.066,0.469,7800,0.2762,0.435,29.96
621,29 mm,A,19.58,19.58,6.91,9.45,104.81,2.76,1140.91,1115.59,conical,type2,8.29,6.4,steel,0.57,1204.412,3930.399,0.306,7800,0.2885,0.589,41.33
622,29 mm,A,15.48,15.48,6.91,9.62,40.01,5.43,1465.01,1494.81,cylindrical,type3,,13.62,aluminum,0.223,752.821,1942.278,0.388,2700,0.0732,0.33,24.87
623,29 mm,E,15.84,15.84,6.81,9.48,58.0,1.67,909.53,915.37,cylindrical,type1,,14.43,tungsten,0.36,788.243,2080.962,0.379,19300,0.367,0.792,57.08
624,40 mm,A,7.2,7.2,18.25,20.92,74.36,3.46,1095.84,1084.26,conical,type3,,14.18,tungsten,0.254,162.86,195.432,0.833,19300,0.0899,0.879,32.18
625,29 mm,E,7.51,7.51,19.8,21.06,53.29,3.9,1113.94,1118.61,spherical,type3,7.8,4.65,aluminum,0.49,177.186,221.778,0.799,2700,0.4149,0.863,33.86
626,40 mm,C,12.68,12.68,13.56,16.19,45.67,3.96,1256.39,1206.63,ogive,type2,4.28,,aluminum,0.414,505.113,1067.472,0.473,2700,0.2627,0.13,41.25
627,40 mm,A,7.02,7.02,5.39,6.27,53.26,5.68,1495.63,1471.42,ogive,type3,4.0,,steel,0.687,154.819,181.138,0.855,7800,0.4247,0.741,76.35
628,40 mm,D,5.76,5.76,7.99,9.43,96.01,5.71,1515.6,1529.05,spherical,type2,7.36,4.07,steel,0.867,104.231,100.061,1.042,7800,0.304,0.408,74.98
629,29 mm,E,16.99,16.99,16.99,19.52,104.85,3.27,1042.96,1059.16,spherical,type1,8.88,,aluminum,0.144,906.852,2567.904,0.353,2700,0.0865,0.31,50.98
630,29 mm,C,13.25,13.25,10.7,12.73,45.06,1.6,863.4,904.72,cylindrical,type3,,6.79,aluminum,0.861,551.546,1217.997,0.453,2700,0.4364,0.263,28.25
631,40 mm,A,8.09,8.09,4.17,6.85,105.78,5.88,1591.01,1558.93,cylindrical,type1,,7.34,brass,0.445,205.611,277.233,0.742,8500,0.3991,0.734,59.5
632,40 mm,E,6.03,6.03,15.12,17.0,69.67,1.53,814.27,791.09,spherical,type3,8.85,12.07,brass,0.611,114.231,114.802,0.995,8500,0.1828,0.409,57.51
633,29 mm,E,18.42,18.42,13.1,13.68,80.39,2.26,922.47,917.47,conical,type2,9.17,5.62,tungsten,0.483,1065.931,3272.408,0.326,19300,0.0844,0.699,66.19
634,29 mm,C,15.91,15.91,9.33,10.52,70.69,1.81,951.88,939.21,cylindrical,type3,,14.61,tungsten,0.834,795.225,2108.673,0.377,19300,0.2999,0.268,34.44
635,29 mm,E,7.0,7.0,3.33,6.24,63.21,4.59,1280.58,1335.26,spherical,type3,,6.53,aluminum,0.449,153.938,179.594,0.857,2700,0.4255,0.355,63.76
636,40 mm,B,12.22,12.22,5.88,6.98,57.55,3.63,1171.16,1215.01,ogive,type1,11.69,5.13,steel,0.644,469.129,955.459,0.491,7800,0.4426,0.382,59.8
637,29 mm,A,12.39,12.39,10.02,11.93,64.53,3.52,1223.79,1174.68,spherical,type2,,,steel,0.507,482.272,995.893,0.484,7800,0.2713,0.293,42.32
638,40 mm,B,5.46,5.46,5.73,8.09,22.46,5.65,1460.53,1528.24,cylindrical,type2,7.73,9.83,aluminum,0.384,93.656,85.227,1.099,2700,0.1284,0.527,73.25
639,40 mm,E,18.06,18.06,4.48,6.56,53.46,1.96,1028.11,971.57,cylindrical,type1,9.65,9.4,tungsten,0.185,1024.673,3084.266,0.332,19300,0.1999,0.889,59.33
640,40 mm,C,17.87,17.87,14.29,15.54,23.7,1.78,842.12,879.0,cylindrical,type3,3.77,9.47,brass,0.851,1003.226,2987.943,0.336,8500,0.4806,0.145,63.71
641,40 mm,C,16.95,16.95,14.25,14.87,102.56,2.57,995.35,937.89,conical,type2,5.38,6.8,aluminum,0.819,902.587,2549.809,0.354,2700,0.3724,0.314,77.27
642,40 mm,B,10.97,10.97,14.95,15.49,24.62,3.05,1072.89,1075.75,ogive,type3,,14.95,tungsten,0.227,378.062,691.224,0.547,19300,0.0662,0.853,39.94
643,29 mm,B,14.28,14.28,14.72,17.54,27.24,4.45,1210.68,1215.16,spherical,type2,6.44,7.66,tungsten,0.134,640.629,1524.696,0.42,19300,0.1653,0.359,55.06
644,40 mm,B,18.71,18.71,18.35,20.67,119.05,3.84,1075.41,1103.14,conical,type2,13.71,9.04,brass,0.759,1099.759,3429.415,0.321,8500,0.2592,0.225,32.8
645,40 mm,E,17.68,17.68,19.56,21.69,52.74,2.54,906.74,929.09,conical,type3,,9.58,tungsten,0.886,982.007,2893.646,0.339,19300,0.0647,0.671,29.12
646,40 mm,A,18.15,18.15,17.31,18.54,31.32,3.72,1030.72,1099.18,spherical,type3,,14.71,steel,0.288,1034.911,3130.607,0.331,7800,0.1312,0.733,58.48
647,29 mm,B,8.05,8.05,15.31,16.28,31.92,5.62,1434.99,1445.51,spherical,type2,,8.91,aluminum,0.28,203.583,273.141,0.745,2700,0.4637,0.682,40.03
648,29 mm,B,9.79,9.79,17.55,19.93,50.55,1.74,822.52,819.6,ogive,type1,4.13,6.54,steel,0.541,301.103,491.3,0.613,7800,0.3001,0.431,46.49
649,29 mm,A,11.58,11.58,15.75,16.68,28.24,4.96,1260.23,1290.06,spherical,type2,,5.37,aluminum,0.609,421.276,813.063,0.518,2700,0.0774,0.589,33.43
650,40 mm,B,5.47,5.47,12.39,13.32,69.56,1.68,781.29,846.03,spherical,type1,11.59,11.08,aluminum,0.336,93.999,85.696,1.097,2700,0.0371,0.191,43.53
651,29 mm,E,9.2,9.2,9.86,11.69,47.32,5.6,1465.04,1432.05,conical,type3,9.88,3.54,tungsten,0.645,265.904,407.72,0.652,19300,0.2529,0.606,77.97
652,40 mm,E,18.06,18.06,19.16,20.31,75.88,5.33,1346.01,1327.77,cylindrical,type3,,,tungsten,0.511,1024.673,3084.266,0.332,19300,0.3582,0.875,54.49
653,29 mm,C,16.22,16.22,18.92,21.82,45.35,5.85,1500.05,1483.82,conical,type2,,,brass,0.279,826.517,2234.35,0.37,8500,0.4561,0.704,54.68
654,40 mm,E,17.27,17.27,14.67,16.74,30.88,4.9,1258.92,1306.45,ogive,type1,10.86,11.11,tungsten,0.496,936.989,2696.967,0.347,19300,0.3477,0.13,37.88
655,40 mm,D,14.51,14.51,9.9,12.9,94.24,1.7,860.17,894.83,cylindrical,type1,7.65,,aluminum,0.13,661.431,1599.561,0.414,2700,0.4711,0.117,79.99
656,29 mm,B,13.66,13.66,2.63,4.7,29.32,1.8,915.59,903.37,spherical,type2,4.4,7.33,brass,0.882,586.207,1334.599,0.439,8500,0.1876,0.704,76.72
657,29 mm,C,12.78,12.78,3.09,4.56,60.5,2.15,986.28,954.43,cylindrical,type1,,3.94,steel,0.407,513.111,1092.927,0.469,7800,0.2495,0.886,47.45
658,29 mm,B,18.12,18.12,12.24,13.61,84.18,3.52,1242.02,1184.87,ogive,type3,3.67,7.49,brass,0.34,1031.493,3115.109,0.331,8500,0.0331,0.55,75.79
659,29 mm,B,5.42,5.42,7.25,8.33,108.98,3.89,1184.28,1201.55,spherical,type1,9.77,11.73,aluminum,0.301,92.289,83.367,1.107,2700,0.2531,0.225,21.61
660,29 mm,D,7.51,7.51,3.96,6.82,100.02,5.96,1488.43,1548.25,cylindrical,type3,8.98,,steel,0.245,177.186,221.778,0.799,7800,0.0381,0.449,74.56
661,40 mm,B,19.06,19.06,17.88,18.78,33.23,2.42,877.59,931.56,spherical,type3,11.66,,brass,0.537,1141.289,3625.495,0.315,8500,0.119,0.589,59.17
662,29 mm,A,8.25,8.25,10.02,11.66,43.14,2.95,1026.43,1046.32,ogive,type1,11.0,,tungsten,0.572,213.825,294.009,0.727,19300,0.399,0.61,36.42
663,40 mm,D,15.81,15.81,13.2,14.17,39.73,3.94,1176.18,1201.95,spherical,type1,14.91,12.88,tungsten,0.195,785.26,2069.161,0.38,19300,0.4665,0.201,31.96
664,40 mm,D,9.74,9.74,13.51,14.13,104.05,4.59,1281.6,1304.55,conical,type1,,12.03,tungsten,0.612,298.035,483.811,0.616,19300,0.0879,0.127,36.37
665,40 mm,D,13.76,13.76,11.41,12.63,28.53,3.24,1040.05,1074.13,ogive,type3,8.63,4.56,tungsten,0.224,594.822,1364.124,0.436,19300,0.2312,0.456,60.6
666,29 mm,C,11.19,11.19,2.89,3.57,74.14,3.45,1135.44,1197.53,ogive,type2,,,steel,0.756,393.378,733.65,0.536,7800,0.0104,0.539,45.61
667,29 mm,E,7.9,7.9,16.58,18.55,80.33,2.92,1033.15,979.58,cylindrical,type1,12.83,5.14,steel,0.646,196.067,258.155,0.759,7800,0.3052,0.893,53.45
668,40 mm,C,16.61,16.61,9.27,10.53,57.87,5.29,1437.06,1465.82,cylindrical,type1,12.36,10.64,steel,0.899,866.741,2399.427,0.361,7800,0.4021,0.295,38.35
669,40 mm,D,7.28,7.28,14.66,15.2,52.62,2.46,1048.6,1003.58,cylindrical,type2,,8.92,tungsten,0.477,166.499,202.019,0.824,19300,0.0124,0.728,27.81
670,29 mm,C,16.45,16.45,9.14,11.78,34.74,4.94,1314.96,1354.23,ogive,type3,4.99,,tungsten,0.167,850.123,2330.753,0.365,19300,0.4355,0.579,40.67
671,29 mm,C,11.75,11.75,6.84,8.58,94.62,1.9,911.02,976.29,spherical,type3,7.73,8.19,steel,0.465,433.736,849.4,0.511,7800,0.0617,0.558,43.0
672,40 mm,A,9.88,9.88,12.07,13.13,55.18,4.1,1124.51,1188.26,cylindrical,type2,8.33,,brass,0.771,306.665,504.975,0.607,8500,0.2793,0.184,29.68
673,29 mm,D,15.79,15.79,18.85,20.64,57.04,3.87,1245.73,1194.3,conical,type2,14.69,11.14,brass,0.371,783.275,2061.318,0.38,8500,0.2541,0.126,47.06
674,29 mm,D,12.83,12.83,4.99,5.83,39.51,2.21,1029.73,963.17,spherical,type2,14.15,,aluminum,0.318,517.134,1105.805,0.468,2700,0.2595,0.343,45.87
675,29 mm,C,8.42,8.42,11.66,12.19,43.87,2.71,1101.58,1061.55,ogive,type1,,11.78,steel,0.457,222.728,312.561,0.713,7800,0.1499,0.671,34.09
676,40 mm,C,7.59,7.59,12.31,13.26,43.62,5.39,1348.42,1404.01,conical,type1,,12.34,steel,0.721,180.981,228.941,0.791,7800,0.4707,0.831,61.55
677,29 mm,B,8.67,8.67,15.09,17.76,91.59,3.03,1064.07,1060.25,spherical,type1,7.96,,aluminum,0.255,236.15,341.237,0.692,2700,0.3486,0.826,22.63
678,40 mm,C,7.45,7.45,3.7,4.73,59.13,1.79,940.35,982.41,ogive,type3,7.67,7.77,tungsten,0.559,174.366,216.505,0.805,19300,0.3918,0.466,21.6
679,29 mm,D,11.42,11.42,15.05,16.17,114.06,4.27,1212.38,1221.76,cylindrical,type3,9.58,11.8,steel,0.253,409.715,779.825,0.525,7800,0.4571,0.384,71.64
680,40 mm,C,10.12,10.12,18.6,19.24,25.52,3.15,989.01,1048.38,spherical,type2,9.37,10.18,aluminum,0.101,321.744,542.675,0.593,2700,0.0634,0.327,35.05
681,29 mm,A,6.65,6.65,19.66,20.54,42.52,4.25,1142.63,1182.21,conical,type2,5.25,7.81,aluminum,0.582,138.929,153.98,0.902,2700,0.2411,0.491,60.96
682,40 mm,E,5.37,5.37,3.52,5.54,113.65,3.94,1190.06,1216.91,ogive,type3,11.49,11.13,steel,0.765,90.594,81.081,1.117,7800,0.2343,0.111,35.21
683,29 mm,E,5.24,5.24,13.42,15.52,71.89,1.81,822.67,865.59,ogive,type1,12.6,,steel,0.223,86.261,75.334,1.145,7800,0.1615,0.538,34.25
684,40 mm,C,11.9,11.9,9.7,10.53,89.03,3.95,1168.6,1227.17,spherical,type1,3.46,11.29,aluminum,0.78,444.881,882.347,0.504,2700,0.1815,0.509,49.37
685,40 mm,E,17.97,17.97,6.13,6.82,90.48,2.91,1097.07,1077.35,spherical,type3,3.54,11.02,brass,0.742,1014.486,3038.385,0.334,8500,0.1017,0.486,77.65
686,29 mm,D,9.79,9.79,13.71,15.98,45.39,1.9,895.11,858.93,conical,type2,,12.97,aluminum,0.321,301.103,491.3,0.613,2700,0.4468,0.195,63.86
687,40 mm,C,16.53,16.53,2.03,2.56,83.26,4.67,1362.66,1394.37,ogive,type2,12.95,13.76,aluminum,0.146,858.412,2364.924,0.363,2700,0.236,0.732,69.82
688,40 mm,C,15.87,15.87,19.17,21.03,82.72,3.35,1068.13,1083.23,cylindrical,type1,7.29,11.21,steel,0.771,791.232,2092.808,0.378,7800,0.4244,0.372,53.94
689,29 mm,C,10.51,10.51,15.94,16.99,64.25,5.6,1409.87,1379.98,cylindrical,type1,3.82,,aluminum,0.745,347.021,607.864,0.571,2700,0.1296,0.483,71.05
690,40 mm,B,7.91,7.91,4.69,7.57,84.29,4.01,1204.88,1234.38,conical,type1,10.98,,aluminum,0.108,196.563,259.136,0.759,2700,0.4588,0.259,58.49
691,40 mm,E,17.43,17.43,13.86,15.77,41.56,4.52,1361.78,1329.91,spherical,type3,7.31,,tungsten,0.795,954.431,2772.623,0.344,19300,0.4287,0.828,24.19
692,40 mm,B,14.27,14.27,14.26,16.68,91.01,4.12,1278.7,1245.67,cylindrical,type3,13.83,12.48,steel,0.743,639.732,1521.495,0.42,7800,0.302,0.299,67.76
693,40 mm,A,17.13,17.13,19.9,22.56,27.8,3.19,1004.22,1063.36,ogive,type1,,12.96,steel,0.417,921.859,2631.908,0.35,7800,0.093,0.441,70.11
694,29 mm,D,19.82,19.82,2.68,4.21,114.11,5.09,1483.42,1445.81,spherical,type1,12.1,,steel,0.701,1234.119,4076.708,0.303,7800,0.0761,0.673,74.02
695,29 mm,A,11.81,11.81,8.69,10.97,48.41,3.52,1226.85,1181.88,spherical,type2,4.98,10.36,brass,0.232,438.177,862.479,0.508,8500,0.373,0.399,54.49
696,29 mm,D,17.92,17.92,15.19,17.17,76.28,4.74,1252.05,1268.02,cylindrical,type3,,4.73,aluminum,0.328,1008.848,3013.094,0.335,2700,0.4089,0.214,45.83
697,29 mm,A,6.38,6.38,11.74,12.85,32.33,3.35,1014.56,1070.71,cylindrical,type1,4.01,11.1,aluminum,0.377,127.877,135.975,0.94,2700,0.1006,0.763,21.08
698,40 mm,C,18.33,18.33,4.41,7.27,109.14,3.84,1248.42,1279.25,conical,type3,7.59,12.74,aluminum,0.33,1055.54,3224.675,0.327,2700,0.0216,0.101,44.56
699,29 mm,E,14.27,14.27,2.75,3.7,31.57,3.73,1148.03,1211.43,ogive,type1,11.63,3.99,steel,0.357,639.732,1521.495,0.42,7800,0.1165,0.523,58.47
700,29 mm,B,16.06,16.06,14.73,15.65,103.47,5.27,1333.24,1344.54,cylindrical,type2,14.32,3.14,aluminum,0.671,810.291,2168.879,0.374,2700,0.1323,0.663,63.15
701,40 mm,A,11.42,11.42,18.98,20.78,55.18,1.84,906.16,868.6,spherical,type3,,4.84,steel,0.772,409.715,779.825,0.525,7800,0.138,0.486,75.83
702,40 mm,A,18.09,18.09,6.69,8.85,45.58,4.29,1229.69,1274.41,ogive,type1,,13.01,steel,0.648,1028.08,3099.662,0.332,7800,0.0648,0.636,46.87
703,29 mm,C,9.49,9.49,10.31,11.51,54.98,2.02,994.89,952.06,ogive,type1,5.95,14.23,aluminum,0.164,282.932,447.504,0.632,2700,0.0866,0.139,26.86
704,40 mm,C,19.76,19.76,11.18,11.92,69.19,4.28,1203.63,1264.77,ogive,type3,,,aluminum,0.134,1226.659,4039.796,0.304,2700,0.2701,0.571,76.28
705,40 mm,B,11.21,11.21,12.75,13.81,79.59,3.61,1190.34,1132.54,cylindrical,type3,8.07,6.98,tungsten,0.164,394.785,737.591,0.535,19300,0.065,0.209,79.94
706,29 mm,D,7.43,7.43,17.07,19.77,77.43,2.58,963.59,1012.92,conical,type2,5.97,12.78,tungsten,0.482,173.431,214.766,0.808,19300,0.1907,0.489,56.51
707,29 mm,C,19.04,19.04,5.9,8.58,69.04,2.26,991.78,960.56,conical,type1,,,steel,0.276,1138.895,3614.094,0.315,7800,0.2789,0.233,35.46
708,40 mm,C,8.25,8.25,12.89,13.68,111.46,3.48,1110.62,1156.18,ogive,type3,3.05,,steel,0.212,213.825,294.009,0.727,7800,0.1567,0.887,36.64
709,29 mm,A,10.6,10.6,15.83,17.03,67.43,2.85,986.72,1013.87,cylindrical,type1,4.45,10.41,brass,0.593,352.989,623.615,0.566,8500,0.4915,0.884,78.02
710,40 mm,A,19.12,19.12,2.44,4.01,108.32,4.41,1391.74,1358.54,ogive,type3,11.29,,tungsten,0.357,1148.486,3659.842,0.314,19300,0.0461,0.533,53.39
711,40 mm,E,8.85,8.85,14.05,16.12,86.45,2.08,869.95,893.86,conical,type2,5.43,,aluminum,0.333,246.057,362.935,0.678,2700,0.2662,0.13,64.44
712,29 mm,E,14.32,14.32,4.91,7.43,79.15,2.1,951.21,991.34,cylindrical,type3,14.39,8.26,steel,0.727,644.223,1537.544,0.419,7800,0.4988,0.319,57.56
713,29 mm,B,17.54,17.54,2.51,4.77,31.47,5.38,1492.33,1499.82,ogive,type3,6.84,13.74,aluminum,0.431,966.516,2825.448,0.342,2700,0.3911,0.441,24.91
714,40 mm,A,5.91,5.91,9.04,10.5,28.38,3.45,1245.58,1202.62,ogive,type3,10.77,14.71,steel,0.133,109.73,108.084,1.015,7800,0.1376,0.571,50.68
715,29 mm,D,17.41,17.41,12.17,13.74,70.53,5.65,1499.97,1432.74,conical,type1,4.2,4.2,brass,0.766,952.242,2763.089,0.345,8500,0.3688,0.583,79.3
716,29 mm,D,12.49,12.49,2.37,2.98,38.06,5.69,1580.41,1533.73,spherical,type3,11.53,12.93,aluminum,0.222,490.089,1020.201,0.48,2700,0.3678,0.806,24.15
717,40 mm,D,19.5,19.5,12.01,13.56,35.44,5.87,1482.03,1452.61,conical,type1,8.85,13.3,steel,0.213,1194.591,3882.419,0.308,7800,0.1312,0.427,58.55
718,40 mm,A,9.3,9.3,16.78,18.02,40.07,2.28,836.88,877.3,ogive,type1,12.76,,brass,0.348,271.716,421.16,0.645,8500,0.0821,0.62,33.1
719,40 mm,A,11.23,11.23,10.71,13.71,85.82,5.35,1322.21,1380.45,spherical,type1,,3.51,aluminum,0.63,396.195,741.546,0.534,2700,0.0548,0.425,34.03
720,40 mm,D,8.31,8.31,12.16,14.49,102.94,4.23,1226.27,1293.67,spherical,type3,13.36,13.64,aluminum,0.606,216.946,300.47,0.722,2700,0.4261,0.864,20.9
721,29 mm,D,5.51,5.51,9.48,12.38,36.42,5.13,1424.99,1409.52,ogive,type2,4.57,,steel,0.525,95.379,87.59,1.089,7800,0.1243,0.626,69.43
722,40 mm,D,10.63,10.63,7.01,7.62,36.13,4.76,1313.63,1348.92,cylindrical,type1,4.74,3.45,aluminum,0.183,354.99,628.924,0.564,2700,0.1335,0.406,42.71
723,40 mm,A,16.45,16.45,19.61,21.21,56.24,5.54,1440.66,1404.87,conical,type2,,8.53,tungsten,0.374,850.123,2330.753,0.365,19300,0.3264,0.372,26.99
724,40 mm,E,9.32,9.32,2.25,3.34,43.48,3.24,1142.07,1124.58,spherical,type1,3.21,5.06,steel,0.288,272.886,423.883,0.644,7800,0.3822,0.113,34.11
725,40 mm,A,10.75,10.75,5.36,6.39,98.38,1.63,888.2,907.84,conical,type2,12.2,10.58,steel,0.868,363.05,650.465,0.558,7800,0.1173,0.523,46.07
726,40 mm,D,14.85,14.85,9.65,11.89,87.37,2.29,998.96,990.3,cylindrical,type3,6.93,9.27,tungsten,0.803,692.792,1714.66,0.404,19300,0.2627,0.273,34.73
727,29 mm,A,16.32,16.32,13.5,15.73,72.17,4.67,1375.5,1323.47,cylindrical,type2,14.73,5.58,brass,0.148,836.739,2275.931,0.368,8500,0.2656,0.795,40.26
728,40 mm,C,8.87,8.87,7.1,9.7,60.89,3.19,1127.96,1171.55,spherical,type2,7.55,4.95,brass,0.399,247.171,365.401,0.676,8500,0.1134,0.327,49.45
729,29 mm,B,7.42,7.42,8.32,9.13,65.44,3.77,1216.1,1224.2,ogive,type3,8.2,12.32,aluminum,0.366,172.965,213.9,0.809,2700,0.0815,0.222,39.33
730,40 mm,C,6.89,6.89,8.32,10.74,30.3,2.15,919.62,957.43,conical,type1,9.29,7.89,brass,0.55,149.138,171.26,0.871,8500,0.2717,0.197,22.52
731,40 mm,B,9.22,9.22,13.69,15.19,42.66,5.49,1486.11,1463.4,conical,type2,8.79,,steel,0.108,267.062,410.385,0.651,7800,0.4583,0.208,55.19
732,29 mm,D,9.01,9.01,3.24,5.52,51.74,4.48,1425.58,1362.13,conical,type3,14.62,,aluminum,0.512,255.035,382.977,0.666,2700,0.441,0.227,58.24
733,40 mm,A,12.12,12.12,6.44,7.0,84.1,3.84,1157.06,1191.24,ogive,type1,13.63,5.73,tungsten,0.319,461.482,932.194,0.495,19300,0.4322,0.179,35.61
734,29 mm,B,18.78,18.78,3.95,5.08,99.05,3.6,1182.13,1189.15,cylindrical,type3,9.22,,aluminum,0.121,1108.003,3468.05,0.319,2700,0.4826,0.523,69.18
735,29 mm,D,19.38,19.38,19.49,20.76,118.97,1.84,808.45,870.52,cylindrical,type3,13.26,,tungsten,0.242,1179.933,3811.184,0.31,19300,0.085,0.555,60.77
736,40 mm,E,16.7,16.7,6.06,8.14,56.36,4.4,1310.68,1285.81,conical,type1,,,steel,0.758,876.159,2438.642,0.359,7800,0.0406,0.113,25.11
737,40 mm,D,8.56,8.56,12.83,14.85,43.4,1.55,893.05,835.28,spherical,type1,13.81,7.92,tungsten,0.812,230.196,328.413,0.701,19300,0.1425,0.732,29.03
738,40 mm,B,12.85,12.85,15.27,16.95,80.1,4.44,1316.34,1263.91,conical,type2,6.21,4.78,aluminum,0.592,518.748,1110.985,0.467,2700,0.1615,0.169,36.64
739,29 mm,E,9.7,9.7,15.49,18.31,83.0,5.56,1407.69,1427.82,spherical,type3,4.86,9.22,aluminum,0.467,295.592,477.874,0.619,2700,0.4757,0.529,54.35
740,29 mm,B,5.49,5.49,15.38,17.78,71.07,3.84,1133.9,1142.43,ogive,type1,14.44,11.23,brass,0.406,94.688,86.639,1.093,8500,0.2444,0.117,32.92
741,40 mm,B,13.56,13.56,8.18,9.55,50.81,3.18,1183.28,1149.02,ogive,type2,10.83,,aluminum,0.527,577.656,1305.502,0.442,2700,0.2883,0.724,38.94
742,29 mm,D,15.96,15.96,18.84,19.53,23.48,2.62,943.62,913.18,cylindrical,type1,12.54,12.6,steel,0.606,800.232,2128.616,0.376,7800,0.4363,0.221,76.78
743,29 mm,E,18.45,18.45,2.61,3.75,83.88,4.45,1355.14,1307.06,ogive,type3,11.84,,brass,0.683,1069.406,3288.423,0.325,8500,0.0596,0.659,54.61
